respondent	chosen	male	id	pct_price_change_8	available_8	pct_price_change_16	available_16	pct_price_change_15	available_15	pct_price_change_4	available_4	pct_price_change_20	available_20	pct_price_change_1	available_1	pct_price_change_13	available_13	pct_price_change_5	available_5	pct_price_change_11	available_11	pct_price_change_3	available_3	pct_price_change_14	available_14	pct_price_change_17	available_17	pct_price_change_0	available_0	pct_price_change_19	available_19	pct_price_change_12	available_12	pct_price_change_10	available_10	pct_price_change_18	available_18	pct_price_change_9	available_9	pct_price_change_6	available_6	pct_price_change_2	available_2	pct_price_change_7	available_7
32	18	1	131	0	0	0	0	0	0	0	0	0	0	-0.1	1	0.1	1	0.1	1	-0.1	1	0	0	0	1	0	0	0	1	0.1	1	0.15	1	0	0	0.05	1	-0.05	1	-0.05	1	0	0	0	0
63	19	0	662	0.1	1	0	0	0.15	1	0.15	1	0	0	0	0	-0.05	1	-0.1	1	0.05	1	0	0	0	0	0	0	0	1	-0.1	1	0	0	0	0	0.05	1	0.05	1	0	0	0	0	0.15	1
75	18	0	974	0	0	0	0	0.15	1	0	0	0	0	0	0	0.05	1	0	0	-0.1	1	0.05	1	0.15	1	0	0	0	1	0.1	1	0	0	0	0	0.05	1	0.05	1	0.15	1	-0.1	1	0	0
79	19	1	178	0.05	1	0	0	0	0	0.1	1	0	0	0	0	-0.1	1	0	1	0	1	0.1	1	0.1	1	-0.05	1	0	1	0.1	1	0	0	0	0	-0.05	1	0	0	0	0	0	0	0	0
72	19	1	471	0	0	0	0	0.05	1	0	0	0	0	0	0	-0.1	1	-0.05	1	0	0	0.15	1	-0.05	1	0	0	0	1	0	1	0.05	1	-0.1	1	0	0	0	0	-0.05	1	0	0	-0.05	1
56	18	1	255	0	0	0.05	1	0	0	-0.05	1	0	0	0	0	0	0	0	1	0	0	-0.1	1	0	0	0	0	0	1	0	1	0	0	0.05	1	0.05	1	0.1	1	-0.05	1	-0.05	1	0	0
42	19	1	241	0	0	0.05	1	0	1	0	1	0	0	0	0	0	1	0	0	-0.05	1	-0.05	1	0.05	1	0.1	1	0	1	0.05	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
58	19	1	357	0	0	0.05	1	0	0	0.05	1	0	0	0	0	0	1	0	0	0	1	0.15	1	0	0	0	0	0	1	0.05	1	0	1	0	0	0	1	-0.05	1	0	0	0.05	1	0	0
66	19	1	465	0.05	1	0	0	-0.05	1	0	0	0	0	0.05	1	0	0	0	0	0	0	0.1	1	-0.05	1	-0.1	1	0	1	0.15	1	-0.1	1	0	0	0	0	-0.05	1	0	0	0	0	0.05	1
13	20	0	812	0	0	0	0	0	0	0	0	0.05	1	0	1	0	0	-0.1	1	0	0	0.05	1	0	0	0.05	1	0	1	0	0	0	0	-0.05	1	0	0	0	1	0.05	1	0.15	1	-0.1	1
59	20	0	958	-0.1	1	0	0	0	0	0.1	1	0	1	0	0	0	0	0.05	1	0	0	0.05	1	0	0	0	0	0	1	-0.1	1	0	0	-0.1	1	-0.05	1	-0.05	1	0	0	0	0	-0.1	1
18	17	1	17	0	0	0	0	0	1	0	1	0	0	0	0	0.05	1	0.15	1	0.15	1	0.1	1	0	0	0.05	1	0	1	0	0	0	1	-0.05	1	0	0	0	0	0	0	0.15	1	0	0
26	20	1	325	0	1	0	0	-0.05	1	-0.1	1	0.05	1	-0.05	1	0	0	0	0	0.15	1	0	0	0.1	1	0.05	1	0	1	0	0	0.1	1	0	0	0	0	-0.05	1	0	0	0	0	0	0
67	20	1	66	0	0	0	1	0	0	0	0	0.1	1	-0.1	1	0	0	0	0	0	0	0	0	0.1	1	-0.05	1	0	1	0.05	1	0	0	-0.1	1	0	0	0	0	0	1	0.05	1	-0.1	1
43	18	1	142	0.05	1	0	0	0	0	0	0	0	0	0.15	1	-0.1	1	0.15	1	0	0	0	0	0.1	1	0	0	0	1	0	0	0.15	1	-0.05	1	-0.1	1	0	1	0	0	-0.05	1	0	0
64	18	0	563	0	0	0	0	0.1	1	0	0	0	0	0	1	0.15	1	0	0	0	0	0.05	1	0	0	0.05	1	0	1	0.05	1	-0.1	1	-0.1	1	0	1	0	0	0	0	0.05	1	0	0
28	20	0	827	0	0	0	0	0	0	-0.1	1	-0.1	1	0	0	0.05	1	0.1	1	0.15	1	0	0	0	0	0	0	0	1	0.15	1	0	0	0.05	1	0	0	-0.1	1	0.05	1	0	0	0.05	1
81	20	0	980	0	0	0	0	0.05	1	-0.1	1	0.05	1	0	0	0	0	0.1	1	0.15	1	0	0	0	0	0	0	0	1	0.1	1	-0.1	1	0	0	-0.05	1	0	0	0.1	1	-0.1	1	0	0
80	20	1	479	-0.1	1	0	0	0.15	1	-0.05	1	-0.1	1	-0.05	1	0	0	-0.1	1	0	1	0.05	1	0	0	0	0	0	1	0	0	0	0	0	0	-0.05	1	0	0	0	1	0	0	0	0
90	19	1	89	0	1	0	0	0	0	-0.1	1	0	0	0	0	0	0	0.05	1	-0.05	1	0	0	0	1	0	0	0	1	0.1	1	0.1	1	0.1	1	0	0	0.1	1	0	0	0	0	0	1
61	20	1	160	0	0	0	0	0	0	0	1	0.1	1	-0.05	1	0	0	0.15	1	0.1	1	0	0	0.1	1	0	0	0	1	0.15	1	-0.1	1	0.05	1	0	0	0	0	-0.1	1	0	0	0	0
41	18	0	640	-0.1	1	0	0	0	0	-0.1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0.1	1	0	0	0.1	1	0.1	1	0	1	0.15	1	-0.05	1	0	0
62	19	0	861	0	0	0.1	1	-0.05	1	-0.05	1	-0.05	1	0.1	1	0.15	1	0	0	0	0	0	0	0	0	0	1	0	1	-0.1	1	0	1	0	0	-0.05	1	0	0	0	0	0	0	0	0
85	17	1	284	-0.05	1	0	0	0	0	0.15	1	0	0	0.05	1	0.15	1	0	0	0	0	0.05	1	0	0	0	1	0	1	0	0	-0.1	1	0	0	0	0	0	0	0.05	1	0.05	1	0.15	1
5	20	0	504	0	0	-0.05	1	-0.1	1	0.15	1	-0.05	1	0	0	0	1	0	0	-0.05	1	-0.1	1	0	1	0	0	0	1	0	0	0	0	0	0	-0.05	1	0.1	1	0	0	0	0	0	0
1	20	1	0	0	0	0	0	0	0	0	0	-0.1	1	0.1	1	0	0	0	0	0.05	1	0.05	1	0	0	0.05	1	0	1	0	0	0	0	0	0	0.05	1	0.15	1	-0.1	1	0.15	1	-0.1	1
34	19	1	33	0.05	1	-0.1	1	0.05	1	0	0	0	0	0	0	0	1	0	0	-0.1	1	0	0	0	0	0	0	0	1	0	1	-0.1	1	-0.1	1	0	0	0.05	1	0	0	0.1	1	0	0
13	20	0	512	0	1	0	0	0.1	1	0	0	0.1	1	0	0	0	0	0	1	-0.05	1	-0.1	1	0	0	0	0	0	1	0.1	1	0	0	0.05	1	0	0	0	0	0.05	1	0	0	-0.05	1
34	17	0	633	0	0	0	0	0	0	-0.05	1	0	0	0.1	1	0	0	0	0	0.1	1	-0.05	1	-0.05	1	0.05	1	0	1	0	0	-0.1	1	0	0	0.05	1	0.1	1	0	0	-0.1	1	0	0
17	16	0	816	0	0	0.15	1	0	0	-0.05	1	0	0	0	0	0	1	0.1	1	0	1	0	1	0.05	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0.15	1	0	0
1	20	0	900	0	0	-0.1	1	0.05	1	-0.05	1	0	1	0.15	1	0	0	0	0	0	0	-0.1	1	0.1	1	0	1	0	1	0	0	0	0	-0.1	1	0.1	1	0	0	0	0	0	0	0	0
80	19	0	779	0	0	0	0	0	0	0	0	0	0	0.05	1	0	0	0	1	0.05	1	0	0	0.15	1	0.05	1	0	1	-0.1	1	-0.05	1	0	0	0	1	0	0	0	0	0.05	1	0	1
43	20	1	442	-0.1	1	0	1	0	0	0.05	1	-0.1	1	0.1	1	0	0	0.05	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.1	1	0.05	1	0.15	1	0	1
58	18	1	57	0	0	-0.05	1	-0.05	1	-0.1	1	0	0	0	0	0.15	1	0	0	0	0	0	0	0.15	1	-0.1	1	0	1	0	0	0.05	1	0	0	0.15	1	-0.1	1	-0.05	1	0	0	0	0
10	20	1	109	0.1	1	0	0	0	0	0	0	0.1	1	0.05	1	0	0	0.05	1	0	0	0	0	0.1	1	0	1	0	1	0	1	0	0	0.1	1	0	0	0	0	-0.1	1	0	1	0	0
40	20	1	239	0.1	1	0	0	-0.1	1	0	0	0	1	0	0	0.1	1	-0.05	1	-0.05	1	0.1	1	0	0	0	0	0	1	0	0	0	0	-0.1	1	0	0	0	0	0	0	-0.05	1	0.15	1
32	20	1	31	0	1	0.1	1	-0.05	1	-0.05	1	0.1	1	0	0	0	0	0	1	-0.05	1	0	0	-0.05	1	0	0	0	1	0	0	0	0	-0.1	1	0	0	0	0	0	0	0.05	1	0	0
89	19	1	288	0.15	1	0	0	0.15	1	0	0	0	0	-0.1	1	-0.1	1	0	0	0	0	0	0	-0.05	1	0	0	0	1	0.1	1	-0.05	1	0	0	-0.05	1	0.1	1	0	1	0	0	0	0
15	19	0	914	0	1	-0.1	1	0	0	-0.1	1	0	0	0.15	1	0	0	0	0	0.1	1	0	0	-0.05	1	0	0	0	1	0	1	0	0	0	0	0	0	0.15	1	0	0	-0.05	1	-0.05	1
25	18	0	524	0	0	0.15	1	0	0	0	0	0	0	0.05	1	-0.05	1	0.05	1	-0.05	1	0	0	0	1	-0.05	1	0	1	0	0	0	0	0	0	0.05	1	0.1	1	0.05	1	0	0	0	0
39	20	0	738	-0.1	1	0	0	0	0	-0.1	1	-0.05	1	-0.05	1	0	0	0	0	0.15	1	0.15	1	0	0	0	0	0	1	0	0	0	0	0	1	-0.1	1	0.1	1	-0.05	1	0	0	0	0
45	20	0	644	0	0	0	0	-0.05	1	0	1	0	1	0	0	0	0	0	0	0.15	1	0	0	-0.05	1	0	1	0	1	0.15	1	0	0	0	0	-0.05	1	0	0	-0.05	1	0	1	0	0
18	20	0	817	0	0	-0.05	1	-0.05	1	0	0	0.15	1	-0.1	1	0.1	1	0	0	0.05	1	0	0	0.05	1	0	0	0	1	0	0	0	0	0	0	0	0	0.1	1	0	0	0	1	-0.05	1
50	20	0	949	0	0	0.05	1	0.05	1	0.15	1	0.05	1	-0.05	1	0.15	1	0	0	-0.1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-0.1	1	0	0	-0.05	1	-0.05	1	0	0
35	19	1	34	0	0	0.15	1	0	0	0	0	0	0	0	0	-0.05	1	0	0	0.1	1	0	0	0	1	0.1	1	0	1	0.05	1	0.1	1	0.15	1	0	1	0.05	1	0	0	0	0	0	0
6	16	0	505	0	0	0.05	1	0	1	0	0	0	0	0	1	0	1	0.1	1	0	0	0.05	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	-0.05	1
64	18	0	763	0	0	-0.1	1	0.05	1	0	0	0	0	0.05	1	0	0	0	0	0	0	0	0	0.15	1	0	1	0	1	0	0	0	0	0	0	-0.1	1	0.05	1	0.15	1	-0.1	1	-0.05	1
13	20	1	12	0	0	0	1	0.05	1	0	0	0.1	1	0	0	-0.1	1	0	0	0	0	0.05	1	-0.05	1	0	0	0	1	0.1	1	-0.1	1	0.15	1	0	0	-0.1	1	0	0	0	0	0	0
97	17	1	296	0	1	0	0	0.15	1	0.1	1	0	0	0.05	1	0	0	-0.1	1	-0.1	1	0	0	0.15	1	0.15	1	0	1	0	0	0	0	0	0	0	0	0	0	0.1	1	0	0	0.15	1
87	20	0	686	0.15	1	0	0	0.05	1	-0.1	1	0.15	1	0	0	0.1	1	0	0	0	1	0	0	0.05	1	0	0	0	1	-0.1	1	-0.05	1	0	0	0	0	0	0	0	0	-0.05	1	0	0
83	19	1	282	0.15	1	0	0	-0.1	1	0	0	0	0	-0.1	1	0	0	0	0	-0.05	1	0	1	0	0	0	0	0	1	0.15	1	0	1	0.15	1	0.15	1	0	0	0	0	0.15	1	0	0
11	16	1	10	-0.1	1	-0.1	1	-0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.05	1	-0.05	1	0.05	1	0	1	0	0	-0.05	1	-0.05	1	0	0	0	1	0	0	0	0	0.05	1
22	19	1	321	0	0	-0.1	1	0	0	0	0	0.15	1	-0.1	1	0	0	0.15	1	0	1	0	0	0	0	-0.05	1	0	1	0	1	0	0	0	0	0.15	1	0	0	0	0	0.1	1	-0.1	1
29	19	1	428	0	1	0.05	1	-0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.05	1	0.15	1	0	1	0.1	1	0.1	1	0	0	0.15	1	0	0	0	0	0.15	1	0	0
25	14	1	324	0	0	0	0	0	0	0	0	0	0	0.05	1	0	1	-0.05	1	0.15	1	0	1	-0.05	1	0	0	0	1	0	0	0	0	0	1	0	0	-0.05	1	0	0	0.05	1	-0.1	1
85	19	0	684	0	0	0	0	0	0	0.1	1	0	0	0	0	-0.05	1	-0.05	1	0	1	0	0	0	1	0	0	0	1	0	1	-0.05	1	0.15	1	0	0	0.1	1	0	0	0.05	1	0	0
19	18	1	18	0	0	0.1	1	0	0	-0.1	1	0	0	0	0	0	0	0	0	0.1	1	0.1	1	-0.1	1	0	1	0	1	0	0	0	0	-0.05	1	-0.05	1	0.1	1	0	0	0.1	1	0	0
40	17	1	139	0.15	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.05	1	0.05	1	0.15	1	0.15	1	0	1	0	1	0	0	0	0	0.1	1	0	0	-0.1	1	0.1	1	0	0	-0.1	1
47	20	1	146	0	0	0	0	0	0	0	0	0.15	1	0	0	0	0	0	0	0	1	0	1	0.1	1	0	1	0	1	0.1	1	0	0	-0.1	1	0.05	1	0	0	0.05	1	0	0	0	1
15	18	0	614	-0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	1	-0.05	1	0.1	1	0	0	-0.1	1	0	1	0	0	0.1	1	-0.05	1	0.15	1	0	0	0	1	0	0	0	1
53	19	0	752	-0.05	1	0	0	0	0	0.15	1	0	0	0.15	1	-0.1	1	-0.1	1	0.1	1	-0.05	1	0	1	0	0	0	1	-0.1	1	0.05	1	0	0	0	0	0	0	0	0	0	0	0	0
49	19	0	848	0	0	0	0	-0.05	1	0	0	0	0	0.05	1	-0.1	1	0.1	1	-0.1	1	0	0	-0.1	1	0	0	0	1	0	1	0	0	0	0	-0.05	1	0.15	1	-0.1	1	0	0	0	0
44	20	1	143	0.05	1	0	0	0.05	1	0	0	-0.1	1	0.15	1	0	0	0	1	0	0	0	0	0	0	0.15	1	0	1	0	1	0	0	0	0	0.1	1	0	0	0	0	-0.05	1	0.15	1
99	19	1	98	0	0	0.05	1	0.15	1	0	0	0	0	0	0	0	0	-0.05	1	0	1	0	0	-0.1	1	0.15	1	0	1	0.15	1	-0.05	1	0.05	1	0	0	0.1	1	0	0	0	0	0	0
25	20	1	424	0	0	-0.1	1	0	0	0	0	0	1	0	0	0	0	0	0	0.15	1	0	0	-0.05	1	0.1	1	0	1	0.1	1	-0.1	1	0	0	0.1	1	-0.05	1	0	0	-0.1	1	0	0
95	17	0	594	0.15	1	0	0	-0.05	1	0.05	1	0	0	-0.05	1	-0.1	1	0	0	0.15	1	0	1	0	0	-0.1	1	0	1	0	0	0.1	1	0	0	0	0	-0.05	1	0	0	0	0	0	0
94	18	1	193	0	0	0	0	0	0	0	0	0	0	0.1	1	0.1	1	0.1	1	-0.05	1	0	0	-0.1	1	0	0	0	1	0.05	1	0	0	0.1	1	-0.05	1	0	0	0.1	1	-0.1	1	0	0
82	18	1	381	0.05	1	0	0	0.15	1	0	0	0	0	-0.1	1	-0.05	1	0	0	-0.1	1	-0.05	1	0	0	0	1	0	1	0	0	0.05	1	0	0	0.1	1	0	0	0	0	0	1	0	0
28	18	0	927	0	0	0	0	0.15	1	0	0	0	0	0	0	0.1	1	0	0	0.15	1	-0.1	1	-0.05	1	0	0	0	1	-0.1	1	0	0	-0.05	1	-0.1	1	0.1	1	0	0	0.1	1	0	0
9	20	1	408	-0.05	1	0	0	0	0	0	1	0.15	1	0	0	0	0	0	0	0.05	1	-0.05	1	0	1	0.05	1	0	1	0	0	-0.1	1	0	0	0	0	0.15	1	0	0	0.15	1	0	0
56	20	0	655	-0.1	1	0	0	0	0	0.15	1	0	1	0.15	1	0.15	1	0.1	1	0	0	-0.1	1	-0.05	1	0.1	1	0	1	0	0	0	0	0	0	0	0	0.1	1	0	0	0	0	0	0
67	20	1	466	0	0	0	0	0.05	1	0.15	1	0.05	1	0	0	0	0	0	0	0.05	1	-0.05	1	0	0	0	0	0	1	0	0	0.1	1	0.1	1	0	0	0	1	0.15	1	-0.1	1	0	0
54	19	0	853	0	0	0	0	0.15	1	0.15	1	0	0	0	0	0	1	0	0	0	0	0	0	-0.1	1	-0.1	1	0	1	-0.1	1	0	0	0.05	1	0	0	0	0	-0.1	1	0.15	1	-0.1	1
44	20	1	243	0	0	0	0	0	0	0	0	-0.1	1	-0.05	1	0.15	1	0	1	0	1	0	1	0	0	0	0	0	1	0.05	1	-0.1	1	0	0	-0.05	1	0	0	0	0	0	0	0.1	1
18	19	0	617	0.05	1	0.05	1	0.1	1	0.1	1	0	0	0	0	0.1	1	0	0	0.05	1	0	0	0	0	0	1	0	1	-0.1	1	-0.1	1	0.15	1	0	0	0	0	0	0	0	0	0	0
75	19	0	674	0	0	-0.05	1	0	0	-0.1	1	0.15	1	0	0	0	0	0	0	0	0	0.15	1	0.05	1	0.05	1	0	1	0.05	1	0	0	0	0	-0.1	1	0	0	0	0	0	1	0	1
68	20	1	167	0	0	0	0	-0.05	1	0	0	0	1	0	0	-0.05	1	0	0	0.15	1	0.1	1	0	0	0.15	1	0	1	0.1	1	0	0	0	0	0.15	1	0	0	0	0	0.15	1	-0.1	1
96	19	0	995	-0.05	1	0	0	0	0	0	0	0.15	1	0	0	0	0	0	0	-0.1	1	0.05	1	0	0	0.05	1	0	1	0	1	0.15	1	0	0	0	1	0	0	0	0	0.1	1	0.1	1
51	19	1	250	0	0	0	0	0	0	0.15	1	0	0	-0.1	1	0.1	1	0	1	0	0	0.15	1	0	0	0	0	0	1	-0.05	1	0.15	1	0	0	-0.05	1	0	0	-0.05	1	0	1	0	0
73	19	0	672	0.15	1	0	0	0	0	0	0	0	0	0	0	-0.1	1	0	0	0.05	1	0	0	0	0	0	1	0	1	-0.05	1	-0.05	1	0	0	0.05	1	0.15	1	0	0	-0.05	1	0.1	1
19	16	0	918	0	0	0.15	1	0	0	0.15	1	0	0	0	0	0	0	0	0	-0.05	1	0.1	1	0.05	1	0.1	1	0	1	0	0	-0.05	1	0	0	-0.05	1	0	0	-0.05	1	0	0	0	1
65	19	1	64	0	0	0	0	0.05	1	0	0	0	0	0.1	1	0	0	-0.05	1	-0.1	1	-0.1	1	0.15	1	0	0	0	1	0.1	1	0	0	0	0	0.15	1	0	0	0.15	1	0	0	0.1	1
79	19	1	478	0	0	0	1	-0.05	1	0	1	0	0	0	0	0	1	-0.05	1	0	0	0	0	0	1	-0.1	1	0	1	-0.1	1	0	0	0	0	0	0	0.05	1	0	0	0	0	0.1	1
57	16	0	956	0.1	1	0.1	1	0	0	0.05	1	0	0	-0.1	1	-0.1	1	0	0	0	0	0	0	0.1	1	0.15	1	0	1	0	0	0.15	1	0	0	0	0	0.15	1	-0.1	1	0	0	0	0
46	17	1	145	0	0	0.15	1	0.15	1	0.15	1	0	0	-0.1	1	0	0	0	0	0	0	-0.1	1	0	0	-0.1	1	0	1	0	0	0	0	-0.05	1	0	0	0	0	-0.1	1	0.05	1	0.1	1
83	19	0	582	-0.05	1	0	0	-0.1	1	0	0	0	0	0	0	0.05	1	0.15	1	0	0	0	0	0.15	1	0	0	0	1	-0.05	1	-0.05	1	0.15	1	0.15	1	0.1	1	0	0	0	0	0	0
78	20	0	777	0	1	0	0	0.1	1	0	0	-0.1	1	0	0	0	0	0	0	0.05	1	-0.1	1	0	0	0	1	0	1	0	0	0	0	0.15	1	0	0	0.15	1	0	0	0.15	1	0.05	1
59	19	1	458	0	0	0.05	1	0	0	0	0	0	0	0.15	1	0	0	-0.1	1	0.05	1	-0.05	1	0	1	0	0	0	1	0	1	0	0	0	0	0.1	1	0.15	1	0	1	0	0	0	0
99	20	1	198	0	0	0	0	-0.1	1	0	0	0.1	1	0	0	0.1	1	-0.05	1	-0.05	1	0	0	0	0	0	0	0	1	0	0	0.1	1	-0.1	1	0.05	1	0.05	1	0	0	0	0	0.1	1
5	19	1	104	-0.05	1	0	0	0	0	0	0	-0.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.05	1	0.05	1	0	0	0	1	-0.05	1	-0.05	1	0.15	1	0.15	1
30	20	0	629	0	0	0.1	1	0.15	1	0	0	0.05	1	0	0	0	1	-0.1	1	0	1	-0.05	1	0.1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.1	1	0	0
64	20	1	163	0.15	1	0.05	1	0	0	0.1	1	0	1	0	0	-0.1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	-0.1	1	-0.05	1
14	20	1	413	0.05	1	0	0	0.15	1	0.15	1	0.05	1	0	0	-0.1	1	0	0	0.05	1	-0.1	1	0	0	0	0	0	1	0.1	1	0	0	0	0	0	0	-0.05	1	0	0	0.1	1	0	0
3	18	1	102	0	0	0.05	1	0	0	0.15	1	0	0	0	1	0	0	-0.05	1	0.1	1	0	0	0	0	0	0	0	1	0	0	-0.05	1	0.05	1	0.15	1	0.1	1	0	0	-0.1	1	0	0
99	18	0	898	0	0	0	0	0.15	1	0.1	1	0	0	0	0	0	1	0.15	1	0	0	0	0	0.15	1	0.1	1	0	1	0	0	0	0	0	0	-0.1	1	0	0	-0.1	1	0.05	1	0.15	1
16	20	1	315	0	0	0.1	1	0.15	1	-0.05	1	0.15	1	0	0	0.1	1	0	0	0	0	0	0	-0.1	1	-0.05	1	0	1	-0.05	1	-0.05	1	0	0	0	0	0.15	1	0	0	0	0	0	0
72	19	1	71	0.15	1	0.15	1	-0.1	1	0	0	0	0	0	0	-0.05	1	0	0	0.15	1	0	0	0	0	0.05	1	0	1	-0.05	1	0	1	0.05	1	0	0	0	0	-0.05	1	0	0	0	0
34	20	0	533	0.1	1	0	0	-0.1	1	0	0	-0.1	1	-0.05	1	0.15	1	-0.1	1	0	0	0	0	0	0	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0.05	1	-0.1	1	0	1
89	20	0	588	0.05	1	0	0	0	0	-0.1	1	0.1	1	0.05	1	0	0	0	0	-0.05	1	0	0	0	0	-0.05	1	0	1	0	0	-0.1	1	0	0	0.05	1	0	1	0	0	-0.1	1	0	0
3	17	1	2	0	0	0	0	0	0	0	0	0	0	-0.05	1	0	1	0	0	-0.05	1	-0.05	1	0.05	1	-0.1	1	0	1	0.1	1	0	0	0	0	0	0	-0.05	1	0.05	1	0	0	0	1
97	20	0	796	0	0	-0.1	1	0	0	0	0	0.05	1	0	0	0.15	1	0	0	0	0	0.05	1	-0.05	1	0	0	0	1	0	0	0.1	1	0.1	1	0.05	1	0.15	1	0	0	-0.05	1	0	0
73	18	1	72	0	0	0.15	1	0	0	0	0	0	0	0	0	-0.05	1	0	0	0	0	0	0	-0.05	1	-0.05	1	0	1	0	0	0.05	1	-0.1	1	0	1	-0.05	1	-0.05	1	0	0	0.15	1
44	20	1	343	0	0	0.15	1	-0.1	1	0	1	-0.05	1	0	0	0	1	0	0	0	0	0	0	0	0	-0.05	1	0	1	0	0	0.05	1	0.15	1	0	0	-0.1	1	0	0	0	0	0.1	1
25	20	0	624	0	0	0	0	-0.05	1	0.15	1	0.1	1	0	0	0.05	1	0	0	0.1	1	0	0	0.1	1	0.1	1	0	1	0	0	0	1	0	0	0	0	-0.05	1	0	0	-0.05	1	0	0
87	18	1	186	0	0	0.15	1	0.1	1	0	0	0	0	0.15	1	0	0	0.15	1	0.15	1	0	0	-0.1	1	0.05	1	0	1	0	0	0	0	0	0	0.15	1	-0.1	1	0	0	-0.05	1	0	0
35	15	1	234	0.05	1	0	0	0	1	0	0	0	0	0.1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	-0.05	1	0.1	1	-0.1	1	0	0
78	20	1	177	0.15	1	0	0	0	1	0	0	0.1	1	0	0	-0.1	1	0.1	1	0	1	-0.05	1	0	0	0.05	1	0	1	0	0	0	0	-0.1	1	0	0	0	0	0	0	0.15	1	0	0
27	19	0	626	0	0	0	0	-0.1	1	0.15	1	0	0	0.05	1	0	0	0	0	0.1	1	0	0	0.1	1	0	0	0	1	-0.05	1	0	0	0.1	1	0.15	1	-0.1	1	0	0	0	0	0	1
24	20	0	823	0	0	-0.1	1	0	0	0.15	1	0.1	1	0	0	0	0	0	1	0	0	0	0	0.1	1	0	1	0	1	0.15	1	0	0	0	0	0.1	1	0.05	1	0	0	0.15	1	0	0
44	19	0	843	-0.1	1	0	0	0	0	-0.1	1	-0.1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	-0.05	1	0	0	0.1	1	0.05	1	0	1	-0.05	1	0.1	1	0	0
47	18	1	346	0	0	-0.05	1	0	0	0	0	0	0	0	1	-0.1	1	0	0	0.05	1	0	0	0.1	1	0	0	0	1	0.05	1	0.1	1	-0.05	1	0.05	1	0	0	-0.1	1	0	0	0	0
6	19	0	705	0.1	1	0.05	1	0	1	-0.1	1	0	0	-0.05	1	0	0	0	0	0.15	1	0.1	1	0	0	0	0	0	1	0	1	0	0	-0.05	1	0	0	0	0	0	0	0	0	0	1
81	20	1	480	0	0	0.05	1	0	0	0	0	-0.05	1	0.1	1	0.05	1	0.1	1	0	0	0	0	-0.1	1	0	0	0	1	0	0	0	1	-0.05	1	0	0	0.15	1	0	1	0	0	0	0
42	20	0	841	0.1	1	0	0	0	0	0	0	0.05	1	0	0	0	1	0	0	0	0	0.05	1	-0.1	1	0.05	1	0	1	0	0	0	0	0	0	-0.05	1	0.1	1	0	1	0	0	0	1
38	20	1	337	0.15	1	0	0	0	0	0	0	0	1	0	0	0.1	1	0	0	-0.1	1	0.1	1	0	1	-0.05	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.1	1	0.05	1
81	15	1	280	0	1	0	0	-0.05	1	0.1	1	0	0	-0.1	1	0	1	0	0	-0.1	1	-0.05	1	0	0	0	0	0	1	0	0	0	0	0.05	1	0	0	0.05	1	0	0	0	0	0.15	1
28	20	0	727	0	0	0	0	0	0	0.1	1	0.05	1	0	0	-0.1	1	0.05	1	-0.05	1	0.1	1	0	0	0	0	0	1	-0.1	1	0	0	0.1	1	0	0	0.05	1	0	0	0	1	0	0
87	19	0	886	0.1	1	0.1	1	0	0	0	0	0	0	0	1	0	0	0.15	1	0	0	0	0	0	0	0.15	1	0	1	0.1	1	0	0	-0.05	1	0	0	0.05	1	0.1	1	-0.05	1	0	0
82	20	0	781	0	0	0.15	1	-0.05	1	0.15	1	-0.05	1	-0.1	1	0	0	0.15	1	-0.05	1	0	0	0	0	0.05	1	0	1	0	0	0	0	0	0	0.1	1	0	0	0	0	-0.05	1	0	0
97	20	0	696	0.15	1	0	0	0	0	0	0	0.15	1	0.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.15	1	0	0	-0.1	1	0.15	1	-0.1	1	0	0	-0.05	1	-0.05	1
98	20	1	297	0.1	1	-0.1	1	0.05	1	0	0	0.15	1	0	1	0	0	0.05	1	0	0	0.1	1	0.05	1	0	0	0	1	0	0	0	0	0	0	0	0	-0.05	1	0.15	1	0	0	0	0
20	20	1	419	0	0	0	1	0	0	-0.05	1	0.1	1	0	0	0.15	1	-0.1	1	-0.1	1	0	0	0	0	0.15	1	0	1	0	0	0	0	0	0	0.1	1	0.05	1	0	1	0	0	0	0
